psgc_code,province,municipality,barangay
1600303030,Agusan del Sur,Esperanza,Tandang Sora
1600303031,Agusan del Sur,Esperanza,Agsabu
1600303032,Agusan del Sur,Esperanza,Aguinaldo
1600303033,Agusan del Sur,Esperanza,Balubo
1600303034,Agusan del Sur,Esperanza,Cebulan
1600303035,Agusan del Sur,Esperanza,Crossing Luna
1600303036,Agusan del Sur,Esperanza,Cubo
1600303037,Agusan del Sur,Esperanza,Guibonon
1600303038,Agusan del Sur,Esperanza,Kalabuan
1600303039,Agusan del Sur,Esperanza,Kinamaybay
1600303040,Agusan del Sur,Esperanza,Langag
1600303041,Agusan del Sur,Esperanza,Maliwanag
1600303042,Agusan del Sur,Esperanza,New Gingoog
1600303043,Agusan del Sur,Esperanza,Odiong
1600303044,Agusan del Sur,Esperanza,Piglawigan
1600303045,Agusan del Sur,Esperanza,San Isidro
1600303046,Agusan del Sur,Esperanza,San Jose
1600303047,Agusan del Sur,Esperanza,San Vicente
1600303048,Agusan del Sur,Esperanza,Sinakungan
1600303049,Agusan del Sur,Esperanza,Valentina
1600304001,Agusan del Sur,La Paz,Bataan
1600304002,Agusan del Sur,La Paz,Comota
1600304003,Agusan del Sur,La Paz,Halapitan
1600304004,Agusan del Sur,La Paz,Langasian
1600304005,Agusan del Sur,La Paz,"Osmeña, Sr."
1600304006,Agusan del Sur,La Paz,Poblacion
1600304007,Agusan del Sur,La Paz,Sagunto
1600304008,Agusan del Sur,La Paz,Villa Paz
1600304009,Agusan del Sur,La Paz,Angeles
1600304010,Agusan del Sur,La Paz,Kasapa II
1600304011,Agusan del Sur,La Paz,Lydia
1600304012,Agusan del Sur,La Paz,Panagangan
1600304013,Agusan del Sur,La Paz,Sabang Adgawan
1600304014,Agusan del Sur,La Paz,San Patricio
1600304015,Agusan del Sur,La Paz,Valentina
1600305001,Agusan del Sur,Loreto,Binucayan
1600305002,Agusan del Sur,Loreto,Johnson
1600305003,Agusan del Sur,Loreto,Magaud
1600305004,Agusan del Sur,Loreto,Nueva Gracia
1600305005,Agusan del Sur,Loreto,Poblacion
1600305006,Agusan del Sur,Loreto,San Isidro
1600305007,Agusan del Sur,Loreto,San Mariano
1600305008,Agusan del Sur,Loreto,San Vicente
1600305009,Agusan del Sur,Loreto,Santa Teresa
1600305010,Agusan del Sur,Loreto,Santo Tomas
1600305011,Agusan del Sur,Loreto,Violanta
1600305012,Agusan del Sur,Loreto,Waloe
1600305013,Agusan del Sur,Loreto,Kasapa
1600305014,Agusan del Sur,Loreto,Katipunan
1600305015,Agusan del Sur,Loreto,Kauswagan
1600305016,Agusan del Sur,Loreto,Santo Niño
1600305017,Agusan del Sur,Loreto,Sabud
1600306001,Agusan del Sur,Prosperidad,Aurora
1600306002,Agusan del Sur,Prosperidad,Awa
1600306003,Agusan del Sur,Prosperidad,Azpetia
1600306004,Agusan del Sur,Prosperidad,Poblacion
1600306006,Agusan del Sur,Prosperidad,La Caridad
1600306007,Agusan del Sur,Prosperidad,La Suerte
1600306008,Agusan del Sur,Prosperidad,La Union
1600306009,Agusan del Sur,Prosperidad,Las Navas
1600306010,Agusan del Sur,Prosperidad,Libertad
1600306011,Agusan del Sur,Prosperidad,Los Arcos
1600306012,Agusan del Sur,Prosperidad,Lucena
1600306013,Agusan del Sur,Prosperidad,Mabuhay
1600306014,Agusan del Sur,Prosperidad,Magsaysay
1600306015,Agusan del Sur,Prosperidad,Mapaga
1600306016,Agusan del Sur,Prosperidad,New Maug
1600306017,Agusan del Sur,Prosperidad,Napo
1600306018,Agusan del Sur,Prosperidad,Patin-ay
1600306020,Agusan del Sur,Prosperidad,Salimbogaon
1600306021,Agusan del Sur,Prosperidad,Salvacion
1600306022,Agusan del Sur,Prosperidad,San Joaquin
1600306023,Agusan del Sur,Prosperidad,San Jose
1600306024,Agusan del Sur,Prosperidad,San Lorenzo
1600306025,Agusan del Sur,Prosperidad,San Martin
1600306026,Agusan del Sur,Prosperidad,San Pedro
1600306027,Agusan del Sur,Prosperidad,San Rafael
1600306029,Agusan del Sur,Prosperidad,San Salvador
1600306030,Agusan del Sur,Prosperidad,San Vicente
1600306031,Agusan del Sur,Prosperidad,Santa Irene
1600306032,Agusan del Sur,Prosperidad,Santa Maria
1600306033,Agusan del Sur,Prosperidad,La Perian
1600306034,Agusan del Sur,Prosperidad,La Purisima
1600306035,Agusan del Sur,Prosperidad,San Roque
1600307001,Agusan del Sur,Rosario,Bayugan 3
1600307002,Agusan del Sur,Rosario,Cabantao
1600307003,Agusan del Sur,Rosario,Cabawan
1600307004,Agusan del Sur,Rosario,Marfil
1600307005,Agusan del Sur,Rosario,Novele
1600307006,Agusan del Sur,Rosario,Poblacion
1600307007,Agusan del Sur,Rosario,Santa Cruz
1600307008,Agusan del Sur,Rosario,Tagbayagan
1600307009,Agusan del Sur,Rosario,Wasi-an
1600307010,Agusan del Sur,Rosario,Libuac
1600307011,Agusan del Sur,Rosario,Maligaya
1600308001,Agusan del Sur,San Francisco,Alegria
1600308002,Agusan del Sur,San Francisco,Bayugan 2
1600308003,Agusan del Sur,San Francisco,Borbon
1600308005,Agusan del Sur,San Francisco,Caimpugan
1600308006,Agusan del Sur,San Francisco,Ebro
1600308007,Agusan del Sur,San Francisco,Hubang
1600308008,Agusan del Sur,San Francisco,Lapinigan
1600308009,Agusan del Sur,San Francisco,Lucac
1600308010,Agusan del Sur,San Francisco,Mate
1600308011,Agusan del Sur,San Francisco,New Visayas
1600308012,Agusan del Sur,San Francisco,Pasta
1600308013,Agusan del Sur,San Francisco,Pisa-an
1600308015,Agusan del Sur,San Francisco,Barangay 1 (Pob.)
1600308016,Agusan del Sur,San Francisco,Barangay 2 (Pob.)
1600308017,Agusan del Sur,San Francisco,Barangay 3 (Pob.)
1600308018,Agusan del Sur,San Francisco,Barangay 4 (Pob.)
1600308019,Agusan del Sur,San Francisco,Barangay 5 (Pob.)
1600308020,Agusan del Sur,San Francisco,Rizal
1600308021,Agusan del Sur,San Francisco,San Isidro
1600308022,Agusan del Sur,San Francisco,Santa Ana
1600308024,Agusan del Sur,San Francisco,Tagapua
1600308025,Agusan del Sur,San Francisco,Bitan-agan
1600308026,Agusan del Sur,San Francisco,Buenasuerte
1600308027,Agusan del Sur,San Francisco,Das-agan
1600308028,Agusan del Sur,San Francisco,Karaus
1600308029,Agusan del Sur,San Francisco,Ladgadan
1600308030,Agusan del Sur,San Francisco,Ormaca
1600309001,Agusan del Sur,San Luis,Anislagan
1600309002,Agusan del Sur,San Luis,Baylo
1600309003,Agusan del Sur,San Luis,Coalicion
1600309004,Agusan del Sur,San Luis,Culi
1600309005,Agusan del Sur,San Luis,Nuevo Trabajo
1600309006,Agusan del Sur,San Luis,Poblacion
1600309007,Agusan del Sur,San Luis,Santa Ines
1600309008,Agusan del Sur,San Luis,Balit
1600309009,Agusan del Sur,San Luis,Binicalan
1600309010,Agusan del Sur,San Luis,Cecilia
1600309011,Agusan del Sur,San Luis,Dimasalang
1600309012,Agusan del Sur,San Luis,Don Alejandro
1600309013,Agusan del Sur,San Luis,Don Pedro
1600309014,Agusan del Sur,San Luis,Doña Flavia
1600309015,Agusan del Sur,San Luis,Mahagsay
1600309016,Agusan del Sur,San Luis,Mahapag
1600309017,Agusan del Sur,San Luis,Mahayahay
1600309018,Agusan del Sur,San Luis,Muritula
1600309019,Agusan del Sur,San Luis,Policarpo
1600309020,Agusan del Sur,San Luis,San Isidro
1600309021,Agusan del Sur,San Luis,San Pedro
1600309022,Agusan del Sur,San Luis,Santa Rita
1600309023,Agusan del Sur,San Luis,Santiago
1600309024,Agusan del Sur,San Luis,Wegguam
1600309025,Agusan del Sur,San Luis,Doña Maxima
1600310001,Agusan del Sur,Santa Josefa,Angas
1600310002,Agusan del Sur,Santa Josefa,Aurora
1600310003,Agusan del Sur,Santa Josefa,Awao
1600310004,Agusan del Sur,Santa Josefa,Tapaz
1600310005,Agusan del Sur,Santa Josefa,Patrocinio
1600310006,Agusan del Sur,Santa Josefa,Poblacion
1600310007,Agusan del Sur,Santa Josefa,San Jose
1600310008,Agusan del Sur,Santa Josefa,Santa Isabel
1600310009,Agusan del Sur,Santa Josefa,Sayon
1600310010,Agusan del Sur,Santa Josefa,Concepcion
1600310011,Agusan del Sur,Santa Josefa,Pag-asa
1600311001,Agusan del Sur,Talacogon,BuenaGracia
1600311002,Agusan del Sur,Talacogon,Causwagan
1600311004,Agusan del Sur,Talacogon,Culi
1600311005,Agusan del Sur,Talacogon,Del Monte
1600311006,Agusan del Sur,Talacogon,Desamparados
1600311007,Agusan del Sur,Talacogon,Labnig
1600311008,Agusan del Sur,Talacogon,Sabang Gibung
1600311009,Agusan del Sur,Talacogon,San Agustin (Pob.)
1600311010,Agusan del Sur,Talacogon,San Isidro (Pob.)
1600311011,Agusan del Sur,Talacogon,San Nicolas (Pob.)
1600311012,Agusan del Sur,Talacogon,Zamora
1600311013,Agusan del Sur,Talacogon,Zillovia
1600311014,Agusan del Sur,Talacogon,La Flora
1600311015,Agusan del Sur,Talacogon,Maharlika
1600311016,Agusan del Sur,Talacogon,Marbon
1600311017,Agusan del Sur,Talacogon,Batucan
1600312001,Agusan del Sur,Trento,Basa
1600312002,Agusan del Sur,Trento,Cuevas
1600312003,Agusan del Sur,Trento,Kapatungan
1600312004,Agusan del Sur,Trento,Langkila-an
1600312005,Agusan del Sur,Trento,New Visayas
1600312006,Agusan del Sur,Trento,Poblacion
1600312007,Agusan del Sur,Trento,Pulang-lupa
1600312008,Agusan del Sur,Trento,Salvacion
1600312009,Agusan del Sur,Trento,San Ignacio
1600312010,Agusan del Sur,Trento,San Isidro
1600312011,Agusan del Sur,Trento,San Roque
1600312012,Agusan del Sur,Trento,Santa Maria
1600312013,Agusan del Sur,Trento,Tudela
1600312014,Agusan del Sur,Trento,Cebolin
1600312015,Agusan del Sur,Trento,Manat
1600312016,Agusan del Sur,Trento,Pangyan
1600313001,Agusan del Sur,Veruela,Binongan
1600313002,Agusan del Sur,Veruela,Del Monte
1600313003,Agusan del Sur,Veruela,Don Mateo
1600313004,Agusan del Sur,Veruela,La Fortuna
1600313005,Agusan del Sur,Veruela,Limot
1600313006,Agusan del Sur,Veruela,Magsaysay
1600313007,Agusan del Sur,Veruela,Masayan
1600313008,Agusan del Sur,Veruela,Poblacion
1600313009,Agusan del Sur,Veruela,Sampaguita
1600313010,Agusan del Sur,Veruela,San Gabriel
1600313011,Agusan del Sur,Veruela,Santa Emelia
1600313012,Agusan del Sur,Veruela,Sinobong
1600313013,Agusan del Sur,Veruela,Anitap
1600313014,Agusan del Sur,Veruela,Bacay II
1600313015,Agusan del Sur,Veruela,Caigangan
1600313016,Agusan del Sur,Veruela,Candiis
1600313017,Agusan del Sur,Veruela,Katipunan
1600313018,Agusan del Sur,Veruela,Santa Cruz
1600313019,Agusan del Sur,Veruela,Sawagan
1600313020,Agusan del Sur,Veruela,Sisimon
1600314001,Agusan del Sur,Sibagat,Afga
1600314002,Agusan del Sur,Sibagat,Anahawan
1600314003,Agusan del Sur,Sibagat,Banagbanag
1600314004,Agusan del Sur,Sibagat,Del Rosario
1600314005,Agusan del Sur,Sibagat,El Rio
1600314006,Agusan del Sur,Sibagat,Ilihan
1600314007,Agusan del Sur,Sibagat,Kauswagan
1600314008,Agusan del Sur,Sibagat,Kioya
1600314009,Agusan del Sur,Sibagat,Magkalape
1600314010,Agusan del Sur,Sibagat,Magsaysay
1600314011,Agusan del Sur,Sibagat,Mahayahay
1600314012,Agusan del Sur,Sibagat,New Tubigon
1600314013,Agusan del Sur,Sibagat,Padiay
1600314014,Agusan del Sur,Sibagat,Perez
1600314015,Agusan del Sur,Sibagat,Poblacion
1600314016,Agusan del Sur,Sibagat,San Isidro
1600314017,Agusan del Sur,Sibagat,San Vicente
1600314018,Agusan del Sur,Sibagat,Santa Cruz
1600314019,Agusan del Sur,Sibagat,Santa Maria
1600314020,Agusan del Sur,Sibagat,Sinai
1600314021,Agusan del Sur,Sibagat,Tabon-tabon
1600314022,Agusan del Sur,Sibagat,Tag-uyango
1600314023,Agusan del Sur,Sibagat,Villangit
1600314024,Agusan del Sur,Sibagat,Kolambugan
1606701001,Surigao del Norte,Alegria,Poblacion
1606701002,Surigao del Norte,Alegria,Alipao
1606701003,Surigao del Norte,Alegria,Budlingin
1606701004,Surigao del Norte,Alegria,Camp Eduard
1606701005,Surigao del Norte,Alegria,Ombong
1606701006,Surigao del Norte,Alegria,Pongtud
1606701007,Surigao del Norte,Alegria,San Pedro
1606701008,Surigao del Norte,Alegria,Ferlda
1606701009,Surigao del Norte,Alegria,Julio Ouano (Pob.)
1606701010,Surigao del Norte,Alegria,San Juan
1606701011,Surigao del Norte,Alegria,Anahaw
1606701012,Surigao del Norte,Alegria,Gamuton
1606702001,Surigao del Norte,Bacuag,Cabugao
1606702002,Surigao del Norte,Bacuag,Cambuayon
1606702003,Surigao del Norte,Bacuag,Campo
1606702004,Surigao del Norte,Bacuag,Dugsangon
1606702005,Surigao del Norte,Bacuag,Pautao
1606702006,Surigao del Norte,Bacuag,Payapag
1606702007,Surigao del Norte,Bacuag,Poblacion
1606702008,Surigao del Norte,Bacuag,Pungtod
1606702009,Surigao del Norte,Bacuag,Santo Rosario
1606704001,Surigao del Norte,Burgos,Baybay
1606704002,Surigao del Norte,Burgos,Bitaug
1606704003,Surigao del Norte,Burgos,Poblacion 1
1606704004,Surigao del Norte,Burgos,Poblacion 2
1606704005,Surigao del Norte,Burgos,San Mateo
1606704006,Surigao del Norte,Burgos,Matin-ao
1606706001,Surigao del Norte,Claver,Cabugo
1606706002,Surigao del Norte,Claver,Cagdianao
1606706003,Surigao del Norte,Claver,Daywan
1606706004,Surigao del Norte,Claver,Hayanggabon
1606706005,Surigao del Norte,Claver,Ladgaron (Pob.)
1606706006,Surigao del Norte,Claver,Lapinigan
1606706007,Surigao del Norte,Claver,Magallanes
1606706008,Surigao del Norte,Claver,Panatao
1606706009,Surigao del Norte,Claver,Tayaga
1606706010,Surigao del Norte,Claver,Bagakay
1606706011,Surigao del Norte,Claver,Sapa
1606706012,Surigao del Norte,Claver,Taganito
1606706013,Surigao del Norte,Claver,Urbiztondo
1606706014,Surigao del Norte,Claver,Wangke
1606707001,Surigao del Norte,Dapa,Bagakay
1606707002,Surigao del Norte,Dapa,Barangay 1 (Pob.)
1606707003,Surigao del Norte,Dapa,Barangay 13 (Pob.)
1606707004,Surigao del Norte,Dapa,Buenavista
1606707005,Surigao del Norte,Dapa,Cabawa
1606707006,Surigao del Norte,Dapa,Cambas-ac
1606707007,Surigao del Norte,Dapa,Consolacion
1606707008,Surigao del Norte,Dapa,Corregidor
1606707009,Surigao del Norte,Dapa,Dagohoy
1606707010,Surigao del Norte,Dapa,Don Paulino
1606707011,Surigao del Norte,Dapa,Jubang
1606707012,Surigao del Norte,Dapa,Montserrat
1606707013,Surigao del Norte,Dapa,Osmeña
1606707014,Surigao del Norte,Dapa,Barangay 10 (Pob.)
1606707015,Surigao del Norte,Dapa,Barangay 11 (Pob.)
1606707016,Surigao del Norte,Dapa,Barangay 12 (Pob.)
1606707017,Surigao del Norte,Dapa,Barangay 2 (Pob.)
1606707018,Surigao del Norte,Dapa,Barangay 3 (Pob.)
1606707019,Surigao del Norte,Dapa,Barangay 4 (Pob.)
1606707020,Surigao del Norte,Dapa,Barangay 5 (Pob.)
1606707021,Surigao del Norte,Dapa,Barangay 6 (Pob.)
1606707022,Surigao del Norte,Dapa,Barangay 7 (Pob.)
1606707023,Surigao del Norte,Dapa,Barangay 8 (Pob.)
1606707024,Surigao del Norte,Dapa,Barangay 9 (Pob.)
1606707025,Surigao del Norte,Dapa,San Carlos
1606707026,Surigao del Norte,Dapa,San Miguel
1606707027,Surigao del Norte,Dapa,Santa Fe
1606707028,Surigao del Norte,Dapa,Union
1606707029,Surigao del Norte,Dapa,Santa Felomina
1606708001,Surigao del Norte,Del Carmen,Bagakay
1606708002,Surigao del Norte,Del Carmen,Antipolo
1606708004,Surigao del Norte,Del Carmen,Bitoon
1606708006,Surigao del Norte,Del Carmen,Cabugao
1606708007,Surigao del Norte,Del Carmen,Cancohoy
1606708008,Surigao del Norte,Del Carmen,Caub
1606708009,Surigao del Norte,Del Carmen,Del Carmen (Pob.)
1606708010,Surigao del Norte,Del Carmen,Domoyog
1606708011,Surigao del Norte,Del Carmen,Esperanza
1606708012,Surigao del Norte,Del Carmen,Jamoyaon
1606708013,Surigao del Norte,Del Carmen,Katipunan
1606708014,Surigao del Norte,Del Carmen,Lobogon
1606708016,Surigao del Norte,Del Carmen,Mabuhay
1606708017,Surigao del Norte,Del Carmen,Mahayahay
1606708019,Surigao del Norte,Del Carmen,Quezon
1606708021,Surigao del Norte,Del Carmen,San Fernando
1606708022,Surigao del Norte,Del Carmen,San Jose (Pob.)
1606708025,Surigao del Norte,Del Carmen,Sayak
1606708027,Surigao del Norte,Del Carmen,Tuboran
1606708028,Surigao del Norte,Del Carmen,Halian
1606710001,Surigao del Norte,General Luna,Anajawan
1606710002,Surigao del Norte,General Luna,Cabitoonan
1606710003,Surigao del Norte,General Luna,Catangnan
1606710004,Surigao del Norte,General Luna,Consuelo
1606710005,Surigao del Norte,General Luna,Corazon
1606710006,Surigao del Norte,General Luna,Daku
1606710007,Surigao del Norte,General Luna,Poblacion I
1606710008,Surigao del Norte,General Luna,Poblacion II
1606710009,Surigao del Norte,General Luna,Poblacion III
1606710010,Surigao del Norte,General Luna,Poblacion IV
1606710011,Surigao del Norte,General Luna,Poblacion V
1606710012,Surigao del Norte,General Luna,La Januza
1606710013,Surigao del Norte,General Luna,Libertad
1606710014,Surigao del Norte,General Luna,Magsaysay
1606710015,Surigao del Norte,General Luna,Malinao
1606710017,Surigao del Norte,General Luna,Santa Cruz
1606710018,Surigao del Norte,General Luna,Santa Fe
1606710019,Surigao del Norte,General Luna,Suyangan
1606710020,Surigao del Norte,General Luna,Tawin-tawin
1606711001,Surigao del Norte,Gigaquit,Alambique (Pob.)
1606711002,Surigao del Norte,Gigaquit,Anibongan
1606711003,Surigao del Norte,Gigaquit,Camam-onan
1606711004,Surigao del Norte,Gigaquit,Cam-boayon
1606711005,Surigao del Norte,Gigaquit,Ipil (Pob.)
1606711006,Surigao del Norte,Gigaquit,Lahi
1606711007,Surigao del Norte,Gigaquit,Mahanub
1606711008,Surigao del Norte,Gigaquit,Poniente
1606711009,Surigao del Norte,Gigaquit,San Antonio
1606711010,Surigao del Norte,Gigaquit,San Isidro
1606711011,Surigao del Norte,Gigaquit,Sico-sico
1606711012,Surigao del Norte,Gigaquit,Villaflor
1606711013,Surigao del Norte,Gigaquit,Villafranca
1606714001,Surigao del Norte,Mainit,Binga
1606714002,Surigao del Norte,Mainit,Bobona-on
1606714003,Surigao del Norte,Mainit,Cantugas
1606714004,Surigao del Norte,Mainit,Dayano
1606714005,Surigao del Norte,Mainit,Mabini
1606714006,Surigao del Norte,Mainit,Magpayang
1606714007,Surigao del Norte,Mainit,Magsaysay (Pob.)
1606714009,Surigao del Norte,Mainit,Mansayao
1606714010,Surigao del Norte,Mainit,Marayag
1606714011,Surigao del Norte,Mainit,Matin-ao
1606714012,Surigao del Norte,Mainit,Paco
1606714013,Surigao del Norte,Mainit,Quezon (Pob.)
1606714014,Surigao del Norte,Mainit,Roxas
1606714015,Surigao del Norte,Mainit,San Francisco
1606714016,Surigao del Norte,Mainit,San Isidro
1606714017,Surigao del Norte,Mainit,San Jose
1606714018,Surigao del Norte,Mainit,Siana
1606714019,Surigao del Norte,Mainit,Silop
1606714020,Surigao del Norte,Mainit,Tagbuyawan
1606714021,Surigao del Norte,Mainit,Tapi-an
1606714022,Surigao del Norte,Mainit,Tolingon
1606715001,Surigao del Norte,Malimono,Doro
1606715002,Surigao del Norte,Malimono,Bunyasan
1606715003,Surigao del Norte,Malimono,Cantapoy
1606715004,Surigao del Norte,Malimono,Cagtinae
1606715005,Surigao del Norte,Malimono,Cayawan
1606715007,Surigao del Norte,Malimono,Hanagdong
1606715008,Surigao del Norte,Malimono,Karihatag
1606715009,Surigao del Norte,Malimono,Masgad
1606715010,Surigao del Norte,Malimono,Pili
1606715012,Surigao del Norte,Malimono,San Isidro (Pob.)
1606715013,Surigao del Norte,Malimono,Tinago
1606715014,Surigao del Norte,Malimono,Cansayong
1606715015,Surigao del Norte,Malimono,Can-aga
1606715016,Surigao del Norte,Malimono,Villariza
1606716001,Surigao del Norte,Pilar,Caridad
1606716002,Surigao del Norte,Pilar,Katipunan
1606716003,Surigao del Norte,Pilar,Maasin
1606716004,Surigao del Norte,Pilar,Mabini
1606716005,Surigao del Norte,Pilar,Mabuhay
1606716006,Surigao del Norte,Pilar,Salvacion
1606716007,Surigao del Norte,Pilar,San Roque
1606716008,Surigao del Norte,Pilar,Asinan (Pob.)
1606716009,Surigao del Norte,Pilar,Centro (Pob.)
1606716010,Surigao del Norte,Pilar,Pilaring (Pob.)
1606716011,Surigao del Norte,Pilar,Punta (Pob.)
1606716012,Surigao del Norte,Pilar,Consolacion
1606716013,Surigao del Norte,Pilar,Datu
1606716014,Surigao del Norte,Pilar,Dayaohay
1606716015,Surigao del Norte,Pilar,Jaboy
1606717002,Surigao del Norte,Placer,Amoslog
1606717003,Surigao del Norte,Placer,Anislagan
1606717004,Surigao del Norte,Placer,Bad-as
1606717005,Surigao del Norte,Placer,Boyongan
1606717006,Surigao del Norte,Placer,Bugas-bugas
1606717007,Surigao del Norte,Placer,Central (Pob.)
1606717008,Surigao del Norte,Placer,Ellaperal
1606717009,Surigao del Norte,Placer,Ipil (Pob.)
1606717010,Surigao del Norte,Placer,Lakandula
1606717011,Surigao del Norte,Placer,Mabini
1606717012,Surigao del Norte,Placer,Macalaya
1606717013,Surigao del Norte,Placer,Magsaysay (Pob.)
1606717014,Surigao del Norte,Placer,Magupange
1606717015,Surigao del Norte,Placer,Pananay-an
1606717016,Surigao del Norte,Placer,Panhutongan
1606717017,Surigao del Norte,Placer,San Isidro
1606717018,Surigao del Norte,Placer,Santa Cruz
1606717019,Surigao del Norte,Placer,Suyoc
1606717020,Surigao del Norte,Placer,Tagbongabong
1606717021,Surigao del Norte,Placer,Sani-sani
1606718001,Surigao del Norte,San Benito,Bongdo
1606718002,Surigao del Norte,San Benito,Maribojoc
1606718003,Surigao del Norte,San Benito,Nuevo Campo
1606718005,Surigao del Norte,San Benito,San Juan
1606718006,Surigao del Norte,San Benito,Santa Cruz (Pob.)
1606718007,Surigao del Norte,San Benito,Talisay (Pob.)
1606719001,Surigao del Norte,San Francisco,Amontay
1606719002,Surigao del Norte,San Francisco,Balite
1606719003,Surigao del Norte,San Francisco,Banbanon
1606719004,Surigao del Norte,San Francisco,Diaz
1606719005,Surigao del Norte,San Francisco,Honrado
1606719006,Surigao del Norte,San Francisco,Jubgan
1606719007,Surigao del Norte,San Francisco,Linongganan
1606719008,Surigao del Norte,San Francisco,Macopa
1606719009,Surigao del Norte,San Francisco,Magtangale
1606719010,Surigao del Norte,San Francisco,Oslao
1606719011,Surigao del Norte,San Francisco,Poblacion
1606720001,Surigao del Norte,San Isidro,Buhing Calipay
1606720002,Surigao del Norte,San Isidro,Del Carmen (Pob.)
1606720003,Surigao del Norte,San Isidro,Del Pilar
1606720004,Surigao del Norte,San Isidro,Macapagal
1606720006,Surigao del Norte,San Isidro,Pacifico
1606720007,Surigao del Norte,San Isidro,Pelaez
1606720008,Surigao del Norte,San Isidro,Roxas
1606720009,Surigao del Norte,San Isidro,San Miguel
1606720010,Surigao del Norte,San Isidro,Santa Paz
1606720011,Surigao del Norte,San Isidro,Santo Niño
1606720012,Surigao del Norte,San Isidro,Tambacan
1606720013,Surigao del Norte,San Isidro,Tigasao
1606721001,Surigao del Norte,Santa Monica,Abad Santos
1606721002,Surigao del Norte,Santa Monica,Alegria
1606721003,Surigao del Norte,Santa Monica,T. Arlan (Pob.)
1606721004,Surigao del Norte,Santa Monica,Bailan
1606721005,Surigao del Norte,Santa Monica,Garcia
1606721006,Surigao del Norte,Santa Monica,Libertad
1606721007,Surigao del Norte,Santa Monica,Mabini
1606721008,Surigao del Norte,Santa Monica,Mabuhay (Pob.)
1606721009,Surigao del Norte,Santa Monica,Magsaysay
1606721010,Surigao del Norte,Santa Monica,Rizal
1606721012,Surigao del Norte,Santa Monica,Tangbo
1606722001,Surigao del Norte,Sison,Biyabid
1606722003,Surigao del Norte,Sison,Gacepan
1606722004,Surigao del Norte,Sison,Ima
1606722005,Surigao del Norte,Sison,Lower Patag
1606722006,Surigao del Norte,Sison,Mabuhay
1606722007,Surigao del Norte,Sison,Mayag
1606722008,Surigao del Norte,Sison,Poblacion
1606722009,Surigao del Norte,Sison,San Isidro
1606722010,Surigao del Norte,Sison,San Pablo
1606722011,Surigao del Norte,Sison,Tagbayani
1606722012,Surigao del Norte,Sison,Tinogpahan
1606722013,Surigao del Norte,Sison,Upper Patag
1606723001,Surigao del Norte,Socorro,Del Pilar
1606723002,Surigao del Norte,Socorro,Helene
1606723003,Surigao del Norte,Socorro,Honrado
1606723004,Surigao del Norte,Socorro,Navarro (Pob.)
1606723005,Surigao del Norte,Socorro,Nueva Estrella
1606723006,Surigao del Norte,Socorro,Pamosaingan
1606723007,Surigao del Norte,Socorro,Rizal (Pob.)
1606723008,Surigao del Norte,Socorro,Salog
1606723009,Surigao del Norte,Socorro,San Roque
1606723010,Surigao del Norte,Socorro,Santa Cruz
1606723011,Surigao del Norte,Socorro,Sering
1606723012,Surigao del Norte,Socorro,Songkoy
1606723013,Surigao del Norte,Socorro,Sudlon
1606723014,Surigao del Norte,Socorro,Albino Taruc
1606724001,Surigao del Norte,City of Surigao,Alang-alang
1606724002,Surigao del Norte,City of Surigao,Alegria
1606724003,Surigao del Norte,City of Surigao,Anomar
1606724004,Surigao del Norte,City of Surigao,Aurora
1606724005,Surigao del Norte,City of Surigao,Serna
1606724006,Surigao del Norte,City of Surigao,Balibayon
1606724007,Surigao del Norte,City of Surigao,Baybay
1606724008,Surigao del Norte,City of Surigao,Bilabid
1606724010,Surigao del Norte,City of Surigao,Bitaugan
1606724011,Surigao del Norte,City of Surigao,Bonifacio
1606724012,Surigao del Norte,City of Surigao,Buenavista
1606724013,Surigao del Norte,City of Surigao,Cabongbongan
1606724014,Surigao del Norte,City of Surigao,Cagniog
1606724015,Surigao del Norte,City of Surigao,Cagutsan
1606724016,Surigao del Norte,City of Surigao,Cantiasay
1606724017,Surigao del Norte,City of Surigao,Capalayan
1606724018,Surigao del Norte,City of Surigao,Catadman
1606724019,Surigao del Norte,City of Surigao,Danao
1606724020,Surigao del Norte,City of Surigao,Danawan
1606724021,Surigao del Norte,City of Surigao,Day-asan
1606724022,Surigao del Norte,City of Surigao,Ipil
1606724023,Surigao del Norte,City of Surigao,Libuac
1606724024,Surigao del Norte,City of Surigao,Lipata
1606724025,Surigao del Norte,City of Surigao,Lisondra
1606724026,Surigao del Norte,City of Surigao,Luna
1606724027,Surigao del Norte,City of Surigao,Mabini
1606724028,Surigao del Norte,City of Surigao,Mabua
1606724029,Surigao del Norte,City of Surigao,Manyagao
1606724030,Surigao del Norte,City of Surigao,Mapawa
1606724031,Surigao del Norte,City of Surigao,Mat-i
1606724032,Surigao del Norte,City of Surigao,Nabago
1606724033,Surigao del Norte,City of Surigao,Nonoc
1606724034,Surigao del Norte,City of Surigao,Poctoy
1606724035,Surigao del Norte,City of Surigao,Punta Bilar
1606724036,Surigao del Norte,City of Surigao,Quezon
1606724037,Surigao del Norte,City of Surigao,Rizal
1606724038,Surigao del Norte,City of Surigao,Sabang
1606724039,Surigao del Norte,City of Surigao,San Isidro
1606724040,Surigao del Norte,City of Surigao,San Jose
1606724041,Surigao del Norte,City of Surigao,San Juan
1606724042,Surigao del Norte,City of Surigao,San Pedro
